pincode,industry_category,industry_category_link,business_link,business_name,business_description,business_category,ISIC_code,business_address,phone_num,website,city,postal,administrative_region,country,placeID,facebook,google,twitter,instagram,linkedIn,foursquare,youtube,pinterest
523370,Education other,https://www.cybo.com/IN-pin-code/523370_andhra-pradesh/education-other/,https://www.cybo.com/IN-biz/z-p-high-school-ravipadu,"Z.P High School, Ravipadu.","Z.P High School, Ravipadu. is located in Andhra Pradesh. Z.P High School, Ravipadu. is working in Education other activities.",['Educational support activities'],['8550'],"Ravipadu,AndhraPradesh523370,India",,,andhra pradesh,523370,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJ____P_cmtTsRV9HMc1H8XdM,,https://www.google.com/maps/?cid=15230606941602238807,,,,,,
523370,Education other,https://www.cybo.com/IN-pin-code/523370_andhra-pradesh/education-other/,https://www.cybo.com/IN-biz/ksr-b-ed-college,Ksr B.ED college,Ksr B.ED college is located in Andhra Pradesh. Ksr B.ED college is working in Education other activities. You can contact the company at 096526 67383.,['Educational support activities'],['8550'],"Cumbum-RavipaduRd,Ravipadu,AndhraPradesh523370,India",9652667383,,andhra pradesh,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJYwc6dMomtTsRV3Vm696hqXw,,https://www.google.com/maps/?cid=8982888910571337047,,,,,,
523370,Higher education (colleges and universities),https://www.cybo.com/IN-pin-code/523370_andhra-pradesh/higher-education-(colleges-and-universities)/,https://www.cybo.com/IN-biz/sankar-reddy-institute-of-pharmaceutical,Sankar Reddy Institute of Pharmaceutical Sciences,Sankar Reddy Institute of Pharmaceutical Sciences is located in Andhra Pradesh. Sankar Reddy Institute of Pharmaceutical Sciences is working in Higher education (colleges and universities) activities. You can contact the company at 098480 55320. You can find more information about Sankar Reddy Institute of Pharmaceutical Sciences at www.sankarreddypharmacy.in.,['Higher education'],['8530'],"SalakalaveeduVillage,BestavarepetaMandal,Bestavaripeta,AndhraPradesh523370,India",9848055320,www.sankarreddypharmacy.in,andhra pradesh,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJVVVVVSwntTsR8e1eJ6aInDs,,https://www.google.com/maps/?cid=4295458391811091953,,,,,,
523370,Animal and pet stores,https://www.cybo.com/IN-pin-code/523370_andhra-pradesh/animal-and-pet-stores/,https://www.cybo.com/IN-biz/mahalakshmi-petrolium,Mahalakshmi petrolium,Mahalakshmi petrolium is located in Andhra Pradesh. Mahalakshmi petrolium is working in Animal and pet stores activities. You can contact the company at 097034 56733.,['Animal and pet stores'],['4773'],"Cumbum-RavipaduRd,Ravipadu,AndhraPradesh523370,India",9703456733,,andhra pradesh,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJcfOr9vYmtTsR_Z99mmmoPIY,,https://www.google.com/maps/?cid=9672791271201939453,,,,,,
523370,Buses and trains,https://www.cybo.com/IN-pin-code/523370_andhra-pradesh/buses-and-trains/,https://www.cybo.com/IN-biz/salakalaveedu-village-bus-stop_1M,Salakalaveedu Village Bus Stop,Salakalaveedu Village Bus Stop is located in Andhra Pradesh. Salakalaveedu Village Bus Stop is working in Buses and trains activities.,['Service activities incidental to land transportation'],['5221'],"ChinaObeneniPalle,AndhraPradesh523370,India",,,andhra pradesh,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJjdj-dKQntTsRTMXVpMDf4bA,,https://www.google.com/maps/?cid=12745714438927402316,,,,,,
523370,Other transport activities,https://www.cybo.com/IN-pin-code/523370_andhra-pradesh/other-transport-activities/,https://www.cybo.com/IN-biz/salakalaveedu-village-bus-stop_1M,Salakalaveedu Village Bus Stop,Salakalaveedu Village Bus Stop is located in Andhra Pradesh. Salakalaveedu Village Bus Stop is working in Buses and trains activities.,['Service activities incidental to land transportation'],['5221'],"ChinaObeneniPalle,AndhraPradesh523370,India",,,andhra pradesh,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJjdj-dKQntTsRTMXVpMDf4bA,,https://www.google.com/maps/?cid=12745714438927402316,,,,,,
523331,Car repair,https://www.cybo.com/IN-pin-code/523331_markapur/car-repair/,https://www.cybo.com/IN-biz/uma-maheswara-motors-hero,Uma Maheswara Motors Hero,Uma Maheswara Motors Hero is located in Markapur. Uma Maheswara Motors Hero is working in Car repair activities. You can contact the company at 091600 44197.,['Maintenance and repair of motor vehicles'],['4520'],"Prakasam,NH-765,GunturRoad,Doranala,Doranala,AndhraPradesh523331,India",9160044197,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJS5sBSMhAtTsRweHavtyANVI,,https://www.google.com/maps/?cid=5923782570458931649,,,,,,
523331,Car repair,https://www.cybo.com/IN-pin-code/523331_markapur/car-repair/,https://www.cybo.com/IN-biz/mrf-tyres_4134,MRF Tyres,"MRF Tyres is located in Markapur. MRF Tyres is working in Car repair, Shopping activities. You can find more information about MRF Tyres at www.mrftyres.com.","['Maintenance and repair of motor vehicles', 'Retail trade, except of motor vehicles and motorcycles']","['452', '47']","Doranala,AndhraPradesh523331,India",,www.mrftyres.com,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJ3ff1L8RAtTsRgKjmAzJE61E,,https://www.google.com/maps/?cid=5902886718203668608,,,,,,
523331,Electronic stores,https://www.cybo.com/IN-pin-code/523331_markapur/electronics-stores/,https://www.cybo.com/IN-biz/ms-motors-bajaj-service,Ms Motors Bajaj Service,"Ms Motors Bajaj Service is located in Markapur. Ms Motors Bajaj Service is working in Household appliances and goods, Electronic stores, Shopping activities. You can contact the company at 094405 18121.","['Household appliances and goods', 'Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores', 'Retail trade, except of motor vehicles and motorcycles']","['47', '4741', '4759']","NH765,Doranala,AndhraPradesh523331,India",9440518121,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJn96MMcRAtTsRXNhPJM2mRWE,,https://www.google.com/maps/?cid=7009191795079764060,,,,,,
523331,Electronic stores,https://www.cybo.com/IN-pin-code/523331_markapur/electronics-stores/,https://www.cybo.com/IN-biz/star-auto-electranics-battry-works,Star Auto Electranics & Battry Works,"Star Auto Electranics & Battry Works is located in Markapur. Star Auto Electranics & Battry Works is working in Household appliances and goods, Electronic stores, Shopping activities. You can contact the company at 099515 18017.","['Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores', 'Retail trade, except of motor vehicles and motorcycles', 'Household appliances and goods']","['47', '4741', '4759']","Doranala,AndhraPradesh523331,India",9951518017,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJVTnlMMRAtTsR84ExHLAxP-U,,https://www.google.com/maps/?cid=16518976590675280371,,,,,,
523331,Electronic stores,https://www.cybo.com/IN-pin-code/523331_markapur/electronics-stores/,https://www.cybo.com/IN-biz/friends-auto-mobiles_13S,Friends Auto Mobiles,"Friends Auto Mobiles is located in Markapur. Friends Auto Mobiles is working in Household appliances and goods, Electronic stores activities. You can contact the company at 099482 53540.","['Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores', 'Household appliances and goods']","['4741', '4759']","Dornala-AtmakurRd,Doranala,AndhraPradesh523331,India",9948253540,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJfQ6fJcFAtTsRAWQBFCTK4pY,,https://www.google.com/maps/?cid=10872474706729066646,,,,,,
523331,Electronic stores,https://www.cybo.com/IN-pin-code/523331_markapur/electronics-stores/,https://www.cybo.com/IN-biz/habeeb-basha-mechanical-work-shop,Habeeb Basha Mechanical Work Shop,"Habeeb Basha Mechanical Work Shop is located in Markapur. Habeeb Basha Mechanical Work Shop is working in Household appliances and goods, Electronic stores activities. You can contact the company at 090108 20803.","['Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores', 'Household appliances and goods']","['4741', '4759']","Pedda,Dornala-AtmakurRd,Doranala,AndhraPradesh523331,India",9010820803,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJkwNiUsRAtTsR2xIBgJoeOZE,,https://www.google.com/maps/?cid=10464428858093408006,,,,,,
523331,Gas station,https://www.cybo.com/IN-pin-code/523331_markapur/gas-station/,https://www.cybo.com/IN-biz/sivamanikanta-bharatgas,Sivamanikanta bharatgas,"Sivamanikanta bharatgas is located in Markapur. Sivamanikanta bharatgas is working in Gas stations, Corporate management, Scientific and technical services activities. You can contact the company at 085962 27999.","['Other professional, scientific and technical activities n.e.c.', 'Management consultancy activities', 'Retail sale of automotive fuel in specialized stores']","['4730', '7020', '7490']","Doranala,AndhraPradesh523331,India",8596227999,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJvc5B9cZAtTsRKoSuXm3qIRQ,,https://www.google.com/maps/?cid=1450698310450840618,,,,,,
523331,Clothing accessories,https://www.cybo.com/IN-pin-code/523331_markapur/clothing-accessories/,https://www.cybo.com/IN-biz/srinivas-tailors_24T,Srinivas Tailors,"Srinivas Tailors is located in Markapur. Srinivas Tailors is working in Clothing stores, Clothing accessories activities.","['Clothing accessories', 'Retail sale of clothing, footwear and leather articles in specialized stores']",['4771'],"NH765,Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJNxGmlcZAtTsRsIpXpvMxF60,,https://www.google.com/maps/?cid=12472492615563446960,,,,,,
523331,Clothing stores,https://www.cybo.com/IN-pin-code/523331_markapur/clothing-stores/,https://www.cybo.com/IN-biz/srinu-tailaring-shop,Srinu Tailaring Shop,Srinu Tailaring Shop is located in Markapur. Srinu Tailaring Shop is working in Clothing stores activities.,"['Retail sale of clothing, footwear and leather articles in specialized stores']",['4771'],"NH765,Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJC_vMlcZAtTsRDxL28ri1QzU,,https://www.google.com/maps/?cid=3838111113404617231,,,,,,
523331,Clothing stores,https://www.cybo.com/IN-pin-code/523331_markapur/clothing-stores/,https://www.cybo.com/IN-biz/vasavi-jewellers_14q,Vasavi Jewellers,"Vasavi Jewellers is located in Markapur. Vasavi Jewellers is working in Clothing stores, Shopping other, Jewelers and watches, Restaurants activities. You can contact the company at 090105 00800.","['Restaurants and mobile food service activities', 'Other retail sale of new goods in specialized stores', 'Retail sale of clothing, footwear and leather articles in specialized stores', 'Jewelers and watches']","['4771', '4773', '5610']","Doranala,AndhraPradesh523331,India",9010500800,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJ9dfd4MZAtTsRk14ruVhdnHw,,https://www.google.com/maps/?cid=8979154392715058835,,,,,,
523331,Clothing stores,https://www.cybo.com/IN-pin-code/523331_markapur/clothing-stores/,https://www.cybo.com/IN-biz/srinivas-tailors_24T,Srinivas Tailors,"Srinivas Tailors is located in Markapur. Srinivas Tailors is working in Clothing stores, Clothing accessories activities.","['Clothing accessories', 'Retail sale of clothing, footwear and leather articles in specialized stores']",['4771'],"NH765,Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJNxGmlcZAtTsRsIpXpvMxF60,,https://www.google.com/maps/?cid=12472492615563446960,,,,,,
523331,Clothing stores,https://www.cybo.com/IN-pin-code/523331_markapur/clothing-stores/,https://www.cybo.com/IN-biz/sri-parvathi-parameswara-redymade,Sri Parvathi Parameswara Redymade Dresses,Sri Parvathi Parameswara Redymade Dresses is located in Markapur. Sri Parvathi Parameswara Redymade Dresses is working in Clothing stores activities.,"['Retail sale of clothing, footwear and leather articles in specialized stores']",['4771'],"Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJVVVVVcZAtTsRweEyIvYboew,,https://www.google.com/maps/?cid=17050940408151073217,,,,,,
523331,Jewelers and watches,https://www.cybo.com/IN-pin-code/523331_markapur/jewelers-and-watches/,https://www.cybo.com/IN-biz/vasavi-jewellers_14q,Vasavi Jewellers,"Vasavi Jewellers is located in Markapur. Vasavi Jewellers is working in Clothing stores, Shopping other, Jewelers and watches, Restaurants activities. You can contact the company at 090105 00800.","['Restaurants and mobile food service activities', 'Other retail sale of new goods in specialized stores', 'Retail sale of clothing, footwear and leather articles in specialized stores', 'Jewelers and watches']","['4771', '4773', '5610']","Doranala,AndhraPradesh523331,India",9010500800,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJ9dfd4MZAtTsRk14ruVhdnHw,,https://www.google.com/maps/?cid=8979154392715058835,,,,,,
523331,Cable tv and satellite tv,https://www.cybo.com/IN-pin-code/523331_markapur/cable-tv-and-satellite-tv/,https://www.cybo.com/IN-biz/sree-veeranjaneya-swamyramaiah-cable-tv,Sree Veeranjaneya SwamyRamaiah Cable Tv and ABHIRAM NET CENTRE,Sree Veeranjaneya SwamyRamaiah Cable Tv and ABHIRAM NET CENTRE is located in Markapur. Sree Veeranjaneya SwamyRamaiah Cable Tv and ABHIRAM NET CENTRE is working in Cable tv and satellite tv activities. You can contact the company at 099120 02326. You can find more information about Sree Veeranjaneya SwamyRamaiah Cable Tv and ABHIRAM NET CENTRE at goo.gl.,['Television programming and broadcasting activities'],['6020'],"UnnamedRd,Sanikavaram,AndhraPradesh523331,India",9912002326,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJaT8Gb5VHtTsRiDYZNhRVz0o,,https://www.google.com/maps/?cid=5390620824281101960,,,,,,
523331,Churches,https://www.cybo.com/IN-pin-code/523331_markapur/churches/,https://www.cybo.com/IN-biz/sai-mithra-homes-appartments,Sai Mithra Homes(Appartments.,"Sai Mithra Homes(Appartments. is located in Markapur. Sai Mithra Homes(Appartments. is working in Repair other, Apartments, Churches, Other membership organizations activities.","['Churches', 'Activities of other membership organizations n.e.c.', 'Repair of household appliances and home and garden equipment', 'Apartments']","['6820', '9491', '9499', '9522']","NH765,Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJqTF8NsRAtTsRkgTgHb-a79A,,https://www.google.com/maps/?cid=15055422224953509010,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/ishta-kameshwari-devi-temple,Ishta Kameshwari Devi Temple.,Ishta Kameshwari Devi Temple. is located in Markapur. Ishta Kameshwari Devi Temple. is working in Hindu temples activities.,['Hindu temple'],['9491'],"Nekkanti,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJlQZ6r7RntTsRjchB7bMlYRQ,,https://www.google.com/maps/?cid=1468496408209377421,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/lord-ganapathi-temple_3U,Lord Ganapathi Temple,"Lord Ganapathi Temple is located in Srisailam. Lord Ganapathi Temple is working in Hindu temples, Religion activities.","['Hindu temple', 'Activities of religious organizations']",['9491'],"GhatEntrance,Srisailam,AndhraPradesh523331,India",,,srisailam,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJGemF0CdBtTsRH1dO1wBibZM,,https://www.google.com/maps/?cid=10623254851788625695,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/sri-shirdi-sai-baba-temple_42j,Sri Shirdi Sai Baba Temple,"Sri Shirdi Sai Baba Temple is located in Markapur. Sri Shirdi Sai Baba Temple is working in Hindu temples, Religion activities.","['Activities of religious organizations', 'Hindu temple']",['9491'],"NH765,Doranala,AndhraPradesh523331,India",,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJxaQCTMRAtTsRUiDqy8VCDIA,,https://www.google.com/maps/?cid=9226823153872412754,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/ammavarisala_3Z,Ammavarisala,"Ammavarisala is located in Markapur. Ammavarisala is working in Hindu temples, Religion activities.","['Activities of religious organizations', 'Hindu temple']",['9491'],"Doranala,AndhraPradesh523331,India",,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJJcRdH8dAtTsRQwnxsiYhrko,,https://www.google.com/maps/?cid=5381275054848936259,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/siva-rama-krishna-swamy-dhyana-mandiram,Siva Rama Krishna Swamy Dhyana Mandiram,Siva Rama Krishna Swamy Dhyana Mandiram is located in Markapur. Siva Rama Krishna Swamy Dhyana Mandiram is working in Hindu temples activities. You can contact the company at 094400 07809.,['Hindu temple'],['9491'],"AndhraPradesh523331,India",9440007809,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJZU5Uue5HtTsRB4zOe3Im8WQ,,https://www.google.com/maps/?cid=7273637146325322759,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/ramalayam_16947,Ramalayam,"Ramalayam is located in Markapur. Ramalayam is working in Hindu temples, Religion activities.","['Hindu temple', 'Activities of religious organizations']",['9491'],"RamalayamSt,Chinnagudipadu,AndhraPradesh523331,India",,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJZeYGCXBHtTsRDJX1Teyqu70,,https://www.google.com/maps/?cid=13671709025710216460,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/vijaya-ganapati-temple_2O,Vijaya Ganapati Temple,Vijaya Ganapati Temple is located in Markapur. Vijaya Ganapati Temple is working in Hindu temples activities.,['Hindu temple'],['9491'],"Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJl4JtEsdAtTsRSCeplq5I6Vs,,https://www.google.com/maps/?cid=6622904641714202440,,,,,,
